StateAbbr,NAME,FIPS,2022Turnout,2022BlackProp,2022HispProp,2022Median Income,2022Age,2020Turnout,2020BlackProp,2020HispProp,2020Median Income,2020Age,2018Turnout,2018BlackProp,2018HispProp,2018Median Income,2018Age,2016Turnout,2016BlackProp,2016HispProp,2016Median Income,2016Age,2014Turnout,2014BlackProp,2014HispProp,2014Median Income,2014Age,2010Turnout,2010BlackProp,2010HispProp,2010Median Income,2010Age,NP2022,NP2018,NP2016,NP2014,2022Population,Affiliation2022,,,,,,,,,,,
IL,"Grundy County, Illinois",17063,0.490047004,0.018128611,0.109284737,45507,38.8,0.70023117,0.012441435,0.101933147,40051,38.1,0.521948319,0.014551862,0.096557049,37009,37.6,0.524899424,0.016051492,0.091064405,32636,37.2,0.451639685,0.013712555,0.086899328,31998,36.8,0.48178736,0.011775808,0.077527491,31206,36.2,3,3,5,5,52624,Republican,,,,,,,,,,,
IL,"Hamilton County, Illinois",17065,0.546634615,0.000999001,0.01973027,33072,43,0.645095261,0.003189793,0.015090173,29603,44.3,0.540697674,0.003770831,0.024084661,28089,44.1,0.53782432,0.004969095,0.002666343,25877,43,0.485656377,0.009556803,0.014096285,24752,43,0.515338369,0.001892819,0.010292204,20171,42.3,0,1,1,1,8008,Republican,,,,,,,,,,,
IL,"Hancock County, Illinois",17067,0.51942029,0.007223297,0.017802298,33967,45.9,0.653049605,0.004826038,0.015712682,30245,45.7,0.490147956,0.008171378,0.01479682,27798,46,0.476352733,0.004883808,0.01357806,27268,46.4,0.398047722,0.004253509,0.012388345,25012,45.8,0.455259448,0.002392469,0.005929162,22714,44,3,3,4,4,17582,Republican,,,,,,,,,,,
IL,"Hardin County, Illinois",17069,0.524928549,0.010914052,0.010368349,30775,53.9,0.613998198,0.024935733,0.007712082,24543,48.8,0.50938825,0.027937141,0.017211275,22021,46.2,0.490808287,0.027558112,0.017014139,19404,46.1,0.433444008,0.007098912,0.021060104,20032,46.9,0.588115351,0.007950931,0.009086779,18211,43.3,1,1,1,1,3665,Republican,,,,,,,,,,,
IL,"Henderson County, Illinois",17071,0.564097599,0.001725761,0.018826483,34688,49.6,0.654631656,0.001632774,0.018257385,29453,50.8,0.477248298,0.000726322,0.016995933,26181,49.7,0.47613941,0.001004881,0.014498995,25856,49.2,0.462270804,0.002968617,0.012581284,25979,49.1,0.587681779,0.001072099,0.004556419,22477,46.2,1,2,2,2,6374,Republican,,,,,,,,,,,
IL,"Henry County, Illinois",17073,0.512981388,0.021950078,0.062391928,36800,43.5,0.675008607,0.018294175,0.058492413,31448,43.4,0.513727045,0.017305515,0.056060974,29543,43.1,0.517060716,0.018276605,0.054467503,28491,42.3,0.467910053,0.015870161,0.05104835,27604,41.9,0.478031728,0.015095984,0.045109654,26058,41.6,2,5,5,5,49157,Republican,,,,,,,,,,,
IL,"Iroquois County, Illinois",17075,0.502900512,0.010058056,0.075509374,32368,44.5,0.658932825,0.008455735,0.07081678,27197,44.5,0.477709079,0.010295005,0.067947034,25630,44.5,0.469910371,0.012459221,0.063406677,24666,44.3,0.425261245,0.013220825,0.059886581,23888,43.7,0.465835744,0.008514035,0.051682852,22817,42.7,4,4,4,4,27043,Republican,,,,,,,,,,,
IL,"Jackson County, Illinois",17077,0.413396807,0.145197081,0.046825636,27140,32.6,0.501471638,0.149781804,0.044178243,23224,32.1,0.448625433,0.149493604,0.043210193,22885,31.6,0.446203218,0.143779144,0.041562479,19456,30.8,0.346014608,0.146195426,0.041530146,17865,29.5,0.344666948,0.14439396,0.038370306,16456,28.4,2,2,2,3,53176,Republican,,,,,,,,,,,
IL,"Jasper County, Illinois",17079,0.639479575,0.002366864,0.018289403,35819,44,0.725006847,0.003561328,0.006284697,28002,44.1,0.603861427,0.010106272,0.002500521,26736,42.8,0.599918378,0.006672227,0.012823186,27434,42.8,0.546682881,0.001656658,0.011389522,25758,43.1,0.52938027,0,0.006255127,22699,42.6,1,1,1,1,9295,Republican,,,,,,,,,,,
IL,"Jefferson County, Illinois",17081,0.459909705,0.064951543,0.029182302,31890,41.2,0.570018507,0.078678456,0.028299889,28290,41.2,0.475272394,0.083863869,0.025387094,26346,41,0.469000167,0.083067259,0.023310749,23224,40.9,0.413476927,0.07642835,0.022135551,22310,40.9,0.405546903,0.081602979,0.020560176,21338,40.3,1,1,1,1,37043,Republican,,,,,,,,,,,
IL,"Jersey County, Illinois",17083,0.539616688,0.007035691,0.01486348,34456,42.8,0.677567113,0.004500367,0.014649155,32675,43,0.504025019,0.004757805,0.013684354,30316,42.7,0.497456416,0.002851923,0.012699969,27030,42.4,0.453177352,0.005274493,0.011559931,26765,42.1,0.432719344,0.007326007,0.009375545,25744,39.3,1,1,0,0,21462,Republican,,,,,,,,,,,
IL,"Jo Daviess County, Illinois",17085,0.531957952,0.007975572,0.033041655,37282,50.8,0.723376927,0.005553222,0.030892715,31793,50.4,0.531021793,0.005038014,0.029678483,29685,49.7,0.524656289,0.004011539,0.029387902,28624,48.6,0.435914817,0.002898292,0.029384224,27420,48.2,0.454498948,0.002903907,0.026399155,25329,46.6,2,2,2,2,21942,Republican,,,,,,,,,,,
IL,"Johnson County, Illinois",17087,0.459348819,0.08848494,0.040336513,31262,42.3,0.623425944,0.105237673,0.030828827,29502,43.8,0.509910265,0.117917791,0.031979051,27333,43.2,0.494454007,0.096766672,0.033887766,23095,42.9,0.440732444,0.093992095,0.017470356,21130,42.8,0.452882704,0.135798584,0.025255704,20302,40.3,1,2,2,2,13313,Republican,,,,,,,,,,,
IL,"Kane County, Illinois",17089,0.453517797,0.052204526,0.325969446,41692,38.3,0.650708617,0.053983406,0.319509324,35433,37.7,0.499370759,0.055118407,0.317205405,32211,37,0.516746994,0.056103605,0.313538353,30473,36.2,0.387700426,0.054804416,0.310511733,30105,35.5,0.422100142,0.055651496,0.293278528,30761,34.2,4,5,8,8,517254,Democrat,,,,,,,,,,,
IL,"Kankakee County, Illinois",17091,0.434277838,0.145353329,0.11484719,34083,38.9,0.594856481,0.149239475,0.106264328,29164,38.2,0.442573114,0.150511881,0.101898956,26884,37.6,0.447712539,0.151650776,0.098436673,25963,37.4,0.404514143,0.147317229,0.093928045,25312,37.3,0.403948481,0.151641392,0.082488849,24054,36.5,3,4,7,7,107421,Republican,,,,,,,,,,,
IL,"Kendall County, Illinois",17093,0.502599769,0.080484958,0.210150985,47165,36.1,0.720865024,0.079203342,0.193889468,42266,35.5,0.535993881,0.070410669,0.181470961,38370,34.9,0.555989486,0.065317986,0.169680203,37463,34.4,0.406615906,0.058175542,0.162064064,39461,33.7,0.454151603,0.047281301,0.152118331,39390,32.7,3,3,3,3,132795,Democrat,,,,,,,,,,,
IL,"Knox County, Illinois",17095,0.452541715,0.081505899,0.062008804,29479,42.3,0.584339357,0.090725645,0.05979781,25432,42,0.446515114,0.0896096,0.056373654,25159,42.1,0.438927361,0.085020869,0.053679085,23388,42.1,0.391185108,0.085343299,0.051594943,22445,41.5,0.40547746,0.074491801,0.04619134,20276,41.4,4,4,3,3,49751,Republican,,,,,,,,,,,
IL,"Lake County, Illinois",17097,0.470366849,0.067746463,0.227797728,44429,38.7,0.698608808,0.067636441,0.219382519,38923,38.5,0.536701143,0.067492492,0.214022077,35787,38.2,0.544496895,0.068418956,0.208578867,33615,37.8,0.432481676,0.069152552,0.204560775,32784,37.2,0.463904151,0.066604129,0.191002598,34103,36.1,12,12,13,13,713159,Democrat,,,,,,,,,,,
IL,"LaSalle County, Illinois",17099,0.467674791,0.027526371,0.104707978,35685,41.9,0.623456864,0.027174811,0.098634837,31078,42.1,0.473104787,0.025244337,0.094863271,28247,41.8,0.467542495,0.024407022,0.090463215,25805,41.8,0.40792255,0.021215993,0.084908339,25667,41.6,0.395675574,0.014069901,0.075332414,25460,40.5,4,4,4,4,109495,Republican,,,,,,,,,,,
IL,"Lawrence County, Illinois",17101,0.408920111,0.080250948,0.022807476,31905,40.9,0.476866083,0.096146557,0.028174352,27404,41.6,0.334422658,0.089258138,0.038050528,26419,41,0.328367331,0.163189,0.048606923,23084,39.6,0.308689718,0.208716968,0.053449719,21949,40.5,0.376497006,0.088788652,0.026826518,20138,39,2,4,5,5,15302,Republican,,,,,,,,,,,
IL,"Lee County, Illinois",17103,0.443757405,0.052599281,0.067853073,33809,42.8,0.581452985,0.053239387,0.064086072,31563,43.5,0.463714275,0.051235265,0.06015582,29794,43.4,0.463220165,0.050895789,0.057290166,26604,42.7,0.405680698,0.047123241,0.054187472,26048,41.8,0.393767603,0.040166205,0.046842105,24131,40.8,3,3,3,3,34221,Republican,,,,,,,,,,,
IL,"Livingston County, Illinois",17105,0.458118301,0.035978866,0.051074893,35031,41.9,0.609292083,0.039153173,0.047738904,31186,41.6,0.431638257,0.040028631,0.044791323,28796,42,0.420847676,0.044020602,0.042974408,27557,41.2,0.368609236,0.053799771,0.042338081,27235,41,0.415919132,0.046936683,0.03678544,26162,40.2,2,2,2,2,35771,Republican,,,,,,,,,,,
IL,"Logan County, Illinois",17107,0.424746776,0.060477397,0.034787883,36287,40.3,0.571025686,0.07401624,0.034596433,31358,40,0.429416556,0.063306742,0.034238368,30336,40.4,0.417879938,0.102481556,0.033366868,27266,40,0.358061696,0.113988085,0.031949945,26220,39.6,0.362229231,0.101018397,0.027463863,25111,39.2,1,1,1,1,28027,Republican,,,,,,,,,,,
IL,"McDonough County, Illinois",17109,0.417436127,0.053452685,0.030105955,28497,34.9,0.490681966,0.048991929,0.028564786,21583,33.7,0.40703397,0.047222672,0.027044534,22768,32.1,0.397026109,0.053865793,0.026696505,20372,30.7,0.321359773,0.052087193,0.026707423,16904,29.9,0.340730057,0.044210205,0.025970058,13534,29.2,3,3,4,3,27370,Republican,,,,,,,,,,,
IL,"McHenry County, Illinois",17111,0.50924904,0.015385703,0.143427409,45076,40.5,0.724166965,0.014546472,0.134133444,40383,40.2,0.527365322,0.014532683,0.127769348,36725,40.2,0.536725816,0.013048589,0.122856036,35124,39.6,0.42495388,0.012397365,0.118949098,34447,38.9,0.454917973,0.010076785,0.108710995,34545,37.1,2,2,4,4,311133,Republican,,,,,,,,,,,
IL,"McLean County, Illinois",17113,0.50087707,0.084899932,0.053145653,40934,34,0.664048751,0.083031296,0.050475128,34713,33.3,0.524105754,0.084390281,0.048147143,33151,32.9,0.526126801,0.082231868,0.04679257,30364,32.6,0.392716296,0.078159986,0.046093161,28342,32.4,0.420111822,0.071377155,0.040838362,26392,31.7,5,2,2,2,171284,Republican,,,,,,,,,,,
IL,"Macon County, Illinois",17115,0.446016579,0.170307701,0.025245794,35077,40.7,0.608425191,0.158384915,0.023412425,30147,41.1,0.47936341,0.143561289,0.02221346,27307,41.3,0.472474078,0.141313974,0.021078558,25562,40.7,0.398976676,0.15154826,0.02003041,25033,40.5,0.432438856,0.156251411,0.017846982,24382,40.5,4,5,5,5,103542,Republican,,,,,,,,,,,
IL,"Macoupin County, Illinois",17117,0.506598841,0.01077783,0.012960118,34732,44,0.666149769,0.009924187,0.01264284,29242,43.9,0.502610784,0.009230298,0.011723791,29035,43.6,0.495635653,0.005464481,0.01045566,26699,43,0.425466856,0.00296428,0.009591565,25935,42.1,0.443183669,0.003084619,0.009441434,23857,41.5,9,10,10,10,44907,Republican,,,,,,,,,,,
IL,"Madison County, Illinois",17119,0.472890283,0.085657145,0.036642412,38663,39.9,0.661145749,0.086939256,0.033604006,33122,40.3,0.50831031,0.085290021,0.031938119,30690,40.1,0.50787819,0.082505183,0.030488193,29039,39.7,0.384797544,0.080149438,0.029249413,27701,39.2,0.401503279,0.079804481,0.025536837,26477,38.2,5,6,8,8,265512,Republican,,,,,,,,,,,
IL,"Marion County, Illinois",17121,0.452057678,0.04336361,0.02240098,31964,41.9,0.594569191,0.034191451,0.021186441,27968,42.4,0.434643667,0.034922802,0.019640794,25232,42.1,0.429828735,0.035166091,0.017842765,23907,41.6,0.396657812,0.037331072,0.016211911,22614,41.5,0.393751665,0.027591763,0.014878405,20503,40.8,3,2,2,2,37543,Republican,,,,,,,,,,,
IL,"Marshall County, Illinois",17123,0.510080208,0.005706985,0.030579216,34373,46.2,0.665276101,0.003546099,0.030185089,29963,46.4,0.504001707,0.004154655,0.030523995,27575,46.3,0.495436903,0.003648425,0.030679934,28250,46.4,0.439570744,0.00478935,0.02889845,27365,45.8,0.43855889,0.002977356,0.020528089,24443,43.7,3,2,2,2,11740,Republican,,,,,,,,,,,
IL,"Mason County, Illinois",17125,0.473460722,0.0049717,0.013614808,32207,45.4,0.62455516,0.004374907,0.011641703,27891,45.4,0.48049564,0.009435332,0.010669183,25672,45.3,0.478694221,0.007465365,0.01004953,24399,45.1,0.471630571,0.006499406,0.010622685,24193,44.9,0.427209933,0.001541452,0.007238121,24008,42.5,3,3,3,3,13074,Republican,,,,,,,,,,,
IL,"Massac County, Illinois",17127,0.440750524,0.066077114,0.032118854,27697,44.1,0.612760465,0.055337939,0.030339719,24547,43.7,0.479843025,0.062439362,0.027997228,22140,43.8,0.464473798,0.064167171,0.025599677,20941,44,0.361923438,0.05551888,0.023303406,22437,43.3,0.402157425,0.043176661,0.018541329,21395,41.8,1,1,1,1,14135,Republican,,,,,,,,,,,
IL,"Menard County, Illinois",17129,0.550195292,0.009443178,0.0133507,43327,42.8,0.708856751,0.006361634,0.015577848,41068,43.4,0.5582074,0.004689901,0.014959166,37029,42.9,0.551823614,0.006917939,0.013756361,33352,42.6,0.494767084,0.008532154,0.012008216,31341,42.7,0.495457361,0.0014171,0.008108959,27789,42.3,2,2,2,2,12284,Republican,,,,,,,,,,,
IL,"Mercer County, Illinois",17131,0.54093072,0.006117767,0.027784859,36481,44.7,0.724072233,0.004515255,0.025414436,31169,44.8,0.57105585,0.005862486,0.023195055,29389,44.8,0.563113041,0.005447373,0.021038132,28437,44.8,0.523798134,0.004258208,0.020180202,28071,44.3,0.534361962,0.003625159,0.015406924,27196,43,1,1,1,1,15692,Republican,,,,,,,,,,,
IL,"Monroe County, Illinois",17133,0.577845746,0.006216874,0.01664518,46596,42.5,0.784550257,0.00264197,0.015967948,42899,42.3,0.599670511,0.00223951,0.015146157,38700,42.6,0.605844784,0.002937424,0.01468712,35618,42.3,0.491538703,0.002936506,0.014862314,34009,41.7,0.489253744,0.001325892,0.012981407,32247,40.1,1,1,1,1,34905,Republican,,,,,,,,,,,
IL,"Montgomery County, Illinois",17135,0.465369788,0.027511287,0.018905192,31583,42.7,0.59118307,0.036680887,0.018148122,29000,43,0.492057325,0.050260264,0.017373918,26041,43.1,0.489143495,0.080099655,0.016996007,23376,42.4,0.370494873,0.081102892,0.016341627,22836,41.6,0.402230389,0.033112802,0.014191201,21780,41.4,5,6,6,6,28352,Republican,,,,,,,,,,,
IL,"Morgan County, Illinois",17137,0.414542021,0.051030959,0.026975245,35014,41.4,0.552094443,0.069093261,0.025814418,28341,40.9,0.424120421,0.068814268,0.023703015,26381,41.5,0.424258917,0.059394845,0.022844171,24521,41.1,0.402553836,0.061720345,0.021830347,24254,40.9,0.385719412,0.058900853,0.019381905,21999,40.3,2,2,2,2,32882,Republican,,,,,,,,,,,
IL,"Moultrie County, Illinois",17139,0.48495231,0.010116303,0.01706696,37506,40.5,0.617418639,0.008312152,0.015044309,33638,40.6,0.471491631,0.00530504,0.013398626,31997,40.3,0.459120623,0.003620516,0.011397922,27803,40.7,0.401933578,0.002685285,0.010942535,25857,41.1,0.43817669,0.001494261,0.007607145,24721,41.3,1,1,1,1,14531,Republican,,,,,,,,,,,
IL,"Ogle County, Illinois",17141,0.491130453,0.01076018,0.109246787,36906,42.3,0.679496206,0.010414821,0.103518201,32094,42.5,0.499464682,0.009760754,0.099516833,30594,42.4,0.495800715,0.01037783,0.095898835,28591,41.8,0.436154618,0.009131901,0.092285249,28679,41.1,0.448660889,0.005300683,0.084027026,26642,40,6,6,7,7,51672,Republican,,,,,,,,,,,
IL,"Peoria County, Illinois",17143,0.436787639,0.17577517,0.052647556,36352,38.1,0.626283214,0.177261458,0.049356472,30847,37.6,0.480290472,0.176040724,0.047060928,29802,37.2,0.474804645,0.174132043,0.044728024,27478,36.9,0.379128522,0.175408794,0.042254951,27097,36.8,0.386395666,0.174789852,0.035238888,26497,36.5,5,5,6,6,181186,Republican,,,,,,,,,,,
IL,"Perry County, Illinois",17145,0.466003218,0.07877691,0.031815584,29307,42.2,0.583974435,0.085482647,0.031575953,29118,41.9,0.500901635,0.089693229,0.030723906,27004,41.7,0.499014835,0.084417689,0.029543876,25232,41.6,0.422063447,0.08405192,0.029318326,22511,40.8,0.421040762,0.086001423,0.028370687,21525,39.2,1,1,2,2,20996,Republican,,,,,,,,,,,
IL,"Piatt County, Illinois",17147,0.582153846,0.009761648,0.01503174,42813,41.8,0.771636709,0.011028516,0.014075067,37571,42.1,0.602817793,0.005478785,0.012966458,35401,43,0.602245769,0.003946809,0.012569069,34934,43.3,0.553908037,0.002839536,0.010512325,32478,43,0.536939943,0.002992578,0.008498923,26771,42.4,1,2,2,2,16698,Republican,,,,,,,,,,,
IL,"Pike County, Illinois",17149,0.526885506,0.006903086,0.015092041,32610,42.8,0.650083056,0.009055295,0.013037056,27095,42.2,0.528596045,0.015424654,0.012377809,24983,42.3,0.517596015,0.012956273,0.012582534,23329,42.5,0.456409029,0.011019453,0.011758188,22695,42.6,0.492682927,0.01212304,0.008685163,21340,42.3,4,4,4,4,14776,Republican,,,,,,,,,,,
IL,"Pope County, Illinois",17151,0.52739943,0.033166623,0.031060805,32045,49.7,0.591537377,0.057218099,0.029925784,24922,56.8,0.487730907,0.052482937,0.01859261,21352,53.7,0.503845058,0.048413631,0.019741481,21234,50.6,0.430876217,0.034846401,0.011921137,20774,48,0.561393489,0.037957524,0.024853141,20707,46.5,1,1,1,1,3799,Republican,,,,,,,,,,,
IL,"Pulaski County, Illinois",17153,0.490625761,0.314854163,0.018929882,24458,43.9,0.611425873,0.305688955,0.024381234,22753,45.5,0.552655678,0.300302976,0.022099448,21154,44.1,0.542715827,0.312154696,0.019509669,20086,43.5,0.574552684,0.32528909,0.017429194,20869,43.6,0.600834798,0.319865858,0.014212712,18510,41.7,0,0,0,0,5177,Republican,,,,,,,,,,,
IL,"Putnam County, Illinois",17155,0.61039538,0.003375977,0.062722104,36784,47.4,0.728984238,0.005769231,0.058216783,32649,47.3,0.568251871,0.00591716,0.053602506,32299,47.9,0.573938181,0.003480682,0.04994779,32007,46.4,0.543037699,0.000678541,0.046310433,27493,45.2,0.505430061,0.009194249,0.036442661,27165,44.6,1,1,1,1,5628,Republican,,,,,,,,,,,
IL,"Randolph County, Illinois",17157,0.4771529,0.079834281,0.031729852,35140,43,0.576111678,0.105651644,0.032277234,30458,42.2,0.472763695,0.101732932,0.030602839,28063,42,0.464989391,0.104937147,0.029877938,26276,41.4,0.426801076,0.101719501,0.027288387,26204,41.6,0.440262052,0.098251259,0.02407126,23763,40.6,3,4,4,4,30413,Republican,,,,,,,,,,,
IL,"Richland County, Illinois",17159,0.514860578,0.006172054,0.018007126,33285,42.2,0.657456251,0.006378771,0.017350258,29761,42.5,0.49954474,0.008878534,0.016623638,26202,41.9,0.488466208,0.005662021,0.015243902,25082,42.1,0.396168951,0.004274034,0.013689296,24689,42.8,0.408145233,0.009588024,0.003711493,21823,42.4,2,1,1,1,15716,Republican,,,,,,,,,,,
IL,"Rock Island County, Illinois",17161,0.452342366,0.10710685,0.135427169,35894,40.2,0.63053911,0.104901226,0.130601326,31381,40.1,0.476153399,0.100808811,0.127062468,29559,40.1,0.471732483,0.095990064,0.123464541,27430,40.1,0.415451048,0.095179772,0.120342397,26470,40.1,0.428897122,0.088731325,0.109893983,24498,39.7,1,2,3,3,143819,Democrat,,,,,,,,,,,
IL,"St. Clair County, Illinois",17163,0.456540445,0.283078457,0.044876962,36482,39.4,0.63386238,0.298385059,0.042211298,31199,39.1,0.500988293,0.301184607,0.039880363,29434,38.3,0.497506178,0.29898821,0.037685121,27498,37.8,0.384608817,0.301026396,0.035519624,27428,37.5,0.413680648,0.301649252,0.031174197,25911,36.7,4,5,6,6,256791,Democrat,,,,,,,,,,,
IL,"Saline County, Illinois",17165,0.433388731,0.024892232,0.017749979,29790,43.2,0.568594685,0.021950706,0.017611123,26051,42.2,0.496404019,0.028187033,0.017745863,22214,42,0.490285177,0.033699663,0.016424024,20917,42,0.400146001,0.039515999,0.015356167,20322,42,0.402987397,0.034921139,0.014977554,19535,41.8,1,2,2,2,23662,Republican,,,,,,,,,,,
IL,"Sangamon County, Illinois",17167,0.523823748,0.126971987,0.025106821,41219,40.6,0.689056155,0.12726382,0.023586085,35497,40.6,0.571191601,0.127794557,0.022508234,33171,40,0.570215341,0.126636763,0.021229467,31413,39.9,0.475798243,0.124552332,0.020099795,30900,39.7,0.491943102,0.113565606,0.017031256,28851,39,12,12,13,13,196122,Republican,,,,,,,,,,,
IL,"Schuyler County, Illinois",17169,0.563224541,0.037069341,0.025149004,31306,48.2,0.677242113,0.051906626,0.008554444,29844,48,0.553890079,0.073329558,0.004105323,27025,45.8,0.534895744,0.048438584,0.002914643,26863,45.5,0.549974632,0.021330829,0.019318487,26079,44.7,0.510683012,0.00106284,0.01208981,22623,42.6,1,1,1,1,6879,Republican,,,,,,,,,,,
IL,"Scott County, Illinois",17171,0.540307853,0,0.01367626,37455,44.7,0.69034749,0.004215175,0.011641911,31773,45,0.524556441,0.0015851,0.012284525,28151,44.1,0.511662904,0,0.011607661,26306,43.3,0.538711289,0,0.015209125,26038,43.3,0.432007855,0,0.003907704,26536,42.5,1,1,1,1,4899,Republican,,,,,,,,,,,
IL,"Shelby County, Illinois",17173,0.590263815,0.00285144,0.012403764,35097,44.9,0.701496953,0.00642834,0.011145539,31230,45.1,0.536210723,0.009298278,0.010351777,27669,44.8,0.534431573,0.006496752,0.009586116,26418,44.4,0.46302288,0.003871084,0.008957508,25232,44.2,0.472624329,0.003309185,0.006573652,23519,43.1,1,1,1,1,21042,Republican,,,,,,,,,,,
IL,"Stark County, Illinois",17175,0.547987616,0.011121409,0.022984245,34272,44.8,0.659813531,0.005933618,0.019655108,29952,45.1,0.483537159,0.006909091,0.016,28017,45.1,0.44763771,0.007191781,0.012671233,24651,46.2,0.411572052,0.004076087,0.010699728,26144,45.4,0.422300263,0.001314492,0.011666119,25516,41.6,2,0,0,0,5395,Republican,,,,,,,,,,,
IL,"Stephenson County, Illinois",17177,0.479258938,0.086799155,0.045771323,31739,45.6,0.630399125,0.09558445,0.04158181,28609,45.5,0.46515729,0.098364625,0.037967997,26219,45.1,0.456433157,0.093122745,0.034310654,24947,44.6,0.400903009,0.093787856,0.03192145,23629,44.2,0.407206712,0.088970727,0.027494717,22379,43,2,2,2,2,44482,Republican,,,,,,,,,,,
IL,"Tazewell County, Illinois",17179,0.507609385,0.011677687,0.025785368,39746,41.6,0.675883363,0.011673357,0.024154115,35587,41.3,0.508051001,0.013051729,0.022554762,32588,40.9,0.502281778,0.012038405,0.022119645,31455,40.6,0.42006982,0.010774847,0.020769548,30404,40.4,0.450661853,0.008112772,0.017592613,28379,39.5,8,8,8,8,131276,Republican,,,,,,,,,,,
IL,"Union County, Illinois",17181,0.52283054,0.014834716,0.052972784,29525,44.7,0.673693859,0.0134292,0.052766059,29519,43.8,0.573332329,0.0138378,0.051147311,26781,43.7,0.562075583,0.007102761,0.049432925,25624,43.7,0.461437047,0.016288309,0.050170261,23994,43.5,0.474008555,0.011748984,0.043877721,23298,43,2,2,2,2,17122,Republican,,,,,,,,,,,
IL,"Vermilion County, Illinois",17183,0.389422052,0.145224185,0.05444389,32766,40.8,0.536672135,0.14207864,0.051574885,27880,40.8,0.392893556,0.139974747,0.049447116,26842,40.3,0.388301088,0.137490108,0.047027496,25972,40.1,0.352374637,0.135428918,0.044891238,25093,39.9,0.367930729,0.127863177,0.040130192,22587,39.1,4,4,4,4,74113,Republican,,,,,,,,,,,
IL,"Wabash County, Illinois",17185,0.461863922,0.009628125,0.03047434,30807,43.8,0.605344296,0.001843723,0.02238806,27639,44.3,0.449954812,0.008035946,0.023416573,25580,43.6,0.448031496,0.010097523,0.017260723,25532,42.6,0.417500275,0.002642796,0.013895993,25683,43.3,0.419489262,0.01293139,0.010625154,24222,40.9,1,1,1,1,11321,Republican,,,,,,,,,,,
IL,"Warren County, Illinois",17187,0.466083499,0.038066826,0.103400955,33848,40.1,0.610005463,0.040339203,0.097579648,27616,39.8,0.476123596,0.026127581,0.094070827,25676,39.3,0.472510454,0.027993867,0.090568395,22253,39.9,0.416317514,0.031826361,0.088675214,22103,39.2,0.44802974,0.018653142,0.07032967,20646,39.9,2,2,2,2,16760,Republican,,,,,,,,,,,
IL,"Washington County, Illinois",17189,0.554827395,0.007764313,0.015383499,39090,44,0.697282014,0.006515358,0.014534259,36405,44.5,0.545577862,0.008265631,0.014199929,34156,43.4,0.535600142,0.008003341,0.014475607,30463,42.8,0.500175809,0.010050251,0.015419564,28345,42.9,0.500261324,0.007142376,0.010915706,26876,41.8,2,2,2,2,13781,Republican,,,,,,,,,,,
IL,"Wayne County, Illinois",17191,0.547833862,0.007874992,0.017238172,30526,42.9,0.655035054,0.009320007,0.015696854,29619,43.6,0.469642012,0.017589616,0.004912962,27295,43.3,0.467724203,0.006659805,0.007628504,25874,42.7,0.449996096,0.005713598,0.012148914,25223,42.8,0.512909441,0.004986347,0.008488662,22503,42.6,1,1,1,1,16127,Republican,,,,,,,,,,,
IL,"White County, Illinois",17193,0.524095828,0.007734567,0.014818563,28171,44.7,0.668062145,0.008751459,0.015096266,25257,44.8,0.539581605,0.007201426,0.014117647,25427,44.1,0.524031147,0.003261624,0.013046495,23844,44.5,0.520666959,0.004123995,0.011959585,23827,44.7,0.446476092,0.004121622,0.009256757,20468,44.4,1,1,1,1,13834,Republican,,,,,,,,,,,
IL,"Whiteside County, Illinois",17195,0.468678147,0.011463226,0.127247206,34059,43.5,0.640464282,0.012881636,0.122501484,30354,43.6,0.499102334,0.017483509,0.118572239,27505,43.2,0.491978855,0.01985828,0.116682705,26228,42.8,0.401329769,0.014372399,0.114528433,24924,42.4,0.429522095,0.014468085,0.105276596,23913,41.2,4,5,5,5,55569,Republican,,,,,,,,,,,
IL,"Will County, Illinois",17197,0.469943097,0.115416189,0.186124913,44482,38.7,0.697965339,0.113012249,0.177190505,39027,38.1,0.514914464,0.112130589,0.170643984,35419,37.6,0.524785722,0.111636207,0.165135152,33565,37,0.419295758,0.109783201,0.161031684,33298,36.2,0.442161345,0.106729723,0.149078486,33645,34.9,8,15,17,17,696774,Democrat,,,,,,,,,,,
IL,"Williamson County, Illinois",17199,0.484422324,0.033045292,0.028590584,35236,41.2,0.639194776,0.039370079,0.02699876,29919,41,0.5263673,0.042244313,0.025988499,26652,40.9,0.527622822,0.043305216,0.024236664,25656,40.9,0.401995294,0.041028021,0.021898575,24339,40.7,0.436781381,0.035316184,0.019426951,22316,40.2,2,2,2,2,67120,Republican,,,,,,,,,,,
IL,"Winnebago County, Illinois",17201,0.425128536,0.133914987,0.140735301,33965,39.5,0.610376443,0.132712818,0.130907681,29277,39.8,0.461069762,0.128708408,0.124539616,27339,39.6,0.457722585,0.125027692,0.119208989,25925,39.3,0.374050539,0.123862259,0.114982912,25367,38.9,0.393815916,0.120606724,0.103598302,24820,37.9,7,7,7,7,284591,Republican,,,,,,,,,,,
IL,"Woodford County, Illinois",17203,0.58223877,0.006377883,0.01926381,41549,40.1,0.722634029,0.006051477,0.018725814,36173,40.3,0.5560618,0.006440477,0.017904526,33553,40,0.554769473,0.005495489,0.017048795,32251,40,0.477287621,0.008084178,0.015783395,31564,40.4,0.497049251,0.005467483,0.012896981,29800,39.4,2,2,3,3,38414,Republican,,,,,,,,,,,
